Subject,Course,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
PHYS,298,Fresh/Soph Special Topics Phys,10,11,3,1,3,0,0,0,0,0,0,0,0,0,3.83,"Gollin, George D"
PHYS,325,Classical Mechanics I,10,16,13,11,11,12,11,12,9,7,1,4,5,1,2.71,"Hooberman, Benjamin"
PHYS,326,Classical Mechanics II,8,3,10,5,4,4,5,4,2,1,2,1,1,0,2.94,"Makins, Naomi C"
PHYS,401,Classical Physics Lab,1,6,8,2,5,4,1,2,4,0,0,0,0,0,3.11,"Colla, Eugene V"
PHYS,402,Light,2,9,2,8,1,3,0,3,0,0,0,0,0,0,3.39,"Bezryadin, Alexey"
PHYS,404,Electronic Circuits,1,4,1,5,3,5,0,4,0,0,0,0,0,0,3.07,"Giannetta, Russell W"
PHYS,419,"Space, Time, and Matter-ACP",1,2,6,7,3,3,2,0,0,0,1,0,5,1,2.68,"Leggett, Anthony J"
PHYS,427,Thermal & Statistical Physics,2,4,5,4,6,3,7,3,4,0,3,2,2,0,2.56,"Shelton, Julia F"
PHYS,435,Electromagnetic Fields I,19,16,4,15,9,8,5,8,10,1,7,1,0,1,2.97,"Sickles, Anne M"
PHYS,436,Electromagnetic Fields II,8,5,4,6,4,6,6,5,2,2,0,0,0,0,3.01,"Neubauer, Mark"
PHYS,460,Condensed Matter Physics,7,19,3,5,1,0,2,3,2,0,2,0,1,0,3.35,"Hughes, Taylor L"
PHYS,475,Introduction to Biophysics,5,13,5,6,8,4,2,3,1,0,0,1,0,1,3.31,"Selvin, Paul R"
PHYS,485,Atomic Phys & Quantum Theory,10,11,8,6,8,7,0,0,0,0,0,0,1,0,3.45,"Vishveshwara, Smitha"
PHYS,486,Quantum Physics I,20,4,9,7,5,4,8,2,5,1,2,0,1,1,3.12,"Beck, Douglas H"
PHYS,487,Quantum Physics II,6,7,5,4,2,11,0,2,0,0,0,0,0,0,3.33,"Wiss, James E"
PHYS,508,Mathematical Physics I,7,6,4,2,3,2,0,0,0,0,0,0,0,1,3.65,"Stone, Michael"
PHYS,515,General Relativity I,3,8,15,2,1,0,0,0,0,0,0,0,0,0,3.75,"Shapiro, Stuart L"
PHYS,580,Quantum Mechanics I,19,11,6,0,3,1,0,0,0,0,0,0,0,0,3.84,"Fradkin, Eduardo H"
PHYS,582,General Field Theory,4,12,5,4,1,3,1,1,0,0,1,0,0,0,3.5,"Leigh, Robert G"
PLPA,200,"Plants, Pathogens, and People",0,59,0,0,35,0,0,7,0,0,0,0,4,0,3.38,"Lambert, Kris N"
PLPA,407,Diseases of Field Crops,1,9,0,1,5,1,3,1,1,0,0,0,0,0,3.26,"Mideros Mora, Santiago X"
PS,100,Intro to Political Science,19,47,27,28,25,14,11,12,4,1,4,0,2,1,3.25,"Kourtikakis, Konstantinos"
PS,100,Intro to Political Science,1,7,5,0,5,0,2,1,1,2,0,1,0,0,3.08,"Lassi, Leif T"
PS,101,Intro to US Gov & Pol,17,49,34,19,34,13,11,9,2,2,2,2,4,0,3.24,"Sin, Gisela"
PS,152,The New Middle East,13,22,15,8,9,2,5,2,2,0,1,2,2,0,3.32,"Livny, Avital"
PS,199,Drones and Asymmetric Warfare,0,14,23,14,6,4,1,3,1,0,0,0,2,2,3.32,"Grossman, Nicholas"
PS,220,Intro to Public Policy,3,57,0,5,67,0,2,24,0,0,5,0,2,0,3.12,"Ashley, Jeffrey S"
PS,225,Environmental Politics&Policy,1,4,5,6,3,4,2,2,0,2,1,0,3,1,2.74,"Pahre, Robert D"
PS,230,Intro to Pol Research,0,17,3,3,4,1,1,2,0,0,0,0,2,0,3.33,"Bowers, Jake"
PS,240,Intro to Comp Politics,14,46,40,11,20,4,1,0,1,0,0,0,2,0,3.58,"Leff, Carol S"
PS,241,Comp Politics in Dev Nations,6,14,18,12,8,8,4,9,2,1,0,1,2,0,3.11,"Winters, Matthew S"
PS,270,Intro to Political Theory,0,8,9,10,23,8,6,3,3,1,0,0,0,1,3.03,"Miller, Benjamin M"
PS,280,Intro to Intl Relations,12,4,25,23,24,17,7,10,8,0,3,3,5,0,2.87,"Chaudoin, Robert S"
PS,280,Intro to Intl Relations,5,21,9,6,6,5,3,1,0,1,1,0,2,1,3.33,"Brennan, Bernard J"
PS,300,Terrorism,2,5,4,3,10,5,6,6,3,0,0,3,3,0,2.58,"Lynn, John A"
PS,301,The US Constitution I,25,20,10,11,6,3,0,1,0,1,1,2,0,0,3.56,"Uribe-McGuire, Alicia B"
PS,312,Politics and the Media,3,2,6,6,8,10,6,6,6,0,3,0,1,0,2.66,"Althaus, Scott"
PS,323,Law and Representation,0,10,12,10,17,10,5,2,5,0,2,1,1,0,2.96,"Cho, Wendy K"
PS,348,Gov & Pol in Western Europe,16,26,15,10,10,7,4,3,2,0,1,0,3,0,3.35,"Kourtikakis, Konstantinos"
PS,385,Politics of the European Union,5,7,7,1,1,2,1,1,0,0,0,0,0,0,3.59,"Kourtikakis, Konstantinos"
PSM,501,PSM Industry Seminar I,17,5,0,1,0,0,1,0,1,0,0,0,0,0,3.81,"Bosecker, Natalie B"
PSYC,100,Intro Psych,1,6,2,7,14,4,1,6,3,1,1,0,0,0,2.89,"Travis, Lisa L"
PSYC,100,Intro Psych,0,4,8,4,9,6,4,5,3,2,0,0,2,0,2.74,"Travis, Lisa L"
PSYC,100,Intro Psych,0,5,8,4,9,2,4,4,1,1,3,0,1,0,2.82,"Travis, Lisa L"
PSYC,100,Intro Psych,0,6,3,3,11,3,5,7,0,3,2,0,1,2,2.67,"Travis, Lisa L"
PSYC,100,Intro Psych,1,4,6,3,17,2,2,4,2,1,2,0,1,0,2.84,"Travis, Lisa L"
PSYC,100,Intro Psych,0,15,4,9,9,2,3,5,0,0,0,1,0,0,3.22,"Travis, Lisa L"
PSYC,100,Intro Psych,0,5,9,5,11,3,3,7,1,0,3,0,0,1,2.9,"Travis, Lisa L"
PSYC,100,Intro Psych,0,5,5,4,15,6,3,2,0,1,2,1,2,0,2.78,"Travis, Lisa L"
PSYC,100,Intro Psych,0,6,8,5,10,1,3,5,2,0,1,0,4,1,2.76,"Travis, Lisa L"
PSYC,100,Intro Psych,0,8,5,5,15,3,4,3,1,0,2,0,0,0,3.02,"Travis, Lisa L"
PSYC,100,Intro Psych,0,6,4,7,9,1,4,5,1,1,3,1,2,1,2.67,"Travis, Lisa L"
PSYC,100,Intro Psych,0,11,4,5,7,2,2,2,1,0,0,1,2,0,3.05,"Travis, Lisa L"
PSYC,100,Intro Psych,1,11,3,5,12,1,5,2,1,0,2,0,1,0,3.04,"Travis, Lisa L"
PSYC,100,Intro Psych,0,3,6,8,18,2,1,3,1,0,2,0,1,0,2.93,"Travis, Lisa L"
PSYC,100,Intro Psych,1,9,6,3,10,0,4,5,1,0,1,1,0,0,3.04,"Travis, Lisa L"
PSYC,100,Intro Psych,0,5,5,6,16,4,0,5,1,1,1,0,2,0,2.85,"Travis, Lisa L"
PSYC,100,Intro Psych,0,5,1,2,8,1,2,4,0,0,1,1,0,0,2.85,"Travis, Lisa L"
PSYC,100,Intro Psych,0,6,4,9,14,2,1,1,1,1,0,2,2,0,2.9,"Travis, Lisa L"
PSYC,100,Intro Psych,0,7,4,5,11,3,2,6,1,1,3,0,4,0,2.62,"Travis, Lisa L"
PSYC,100,Intro Psych,0,3,3,2,5,3,0,4,2,0,0,0,1,0,2.78,"Travis, Lisa L"
PSYC,100,Intro Psych,0,6,2,5,8,2,3,10,2,0,1,0,2,0,2.65,"Travis, Lisa L"
PSYC,100,Intro Psych,0,3,5,10,15,4,1,6,0,0,0,1,2,0,2.86,"Travis, Lisa L"
PSYC,100,Intro Psych,0,8,8,3,19,2,1,3,0,1,0,0,0,0,3.19,"Travis, Lisa L"
PSYC,100,Intro Psych,0,14,7,8,9,5,1,0,1,1,0,1,0,0,3.29,"Travis, Lisa L"
PSYC,100,Intro Psych,0,19,6,3,9,4,4,0,0,0,1,0,0,0,3.39,"Travis, Lisa L"
PSYC,100,Intro Psych,1,10,5,4,17,1,2,2,2,2,2,0,0,1,3.04,"Travis, Lisa L"
PSYC,100,Intro Psych,1,9,8,5,12,2,1,4,0,0,2,0,2,0,3.04,"Travis, Lisa L"
PSYC,100,Intro Psych,0,5,3,4,6,2,0,4,0,0,0,0,0,0,3.15,"Travis, Lisa L"
PSYC,100,Intro Psych,0,57,0,0,53,0,0,45,0,0,3,0,5,1,2.94,"Srull, Thomas K"
PSYC,103,Intro Experimental Psych,2,18,0,6,17,0,0,6,0,1,0,0,0,0,3.29,"Irwin, David E"
PSYC,105,Psych Introduction,0,12,6,3,2,0,0,0,0,0,1,0,0,0,3.63,"Travis, Lisa L"
PSYC,199,Undergraduate Open Seminar,12,3,0,2,2,2,0,1,0,0,0,0,2,0,3.33,"O'Brien, Margaret M"
PSYC,201,Intro to Social Psych,2,8,4,3,3,8,1,1,0,0,7,0,5,0,2.53,"Albarracin, Dolores"
PSYC,201,Intro to Social Psych,3,7,3,5,9,4,4,3,3,2,1,0,1,0,2.87,"Albarracin, Dolores"
PSYC,201,Intro to Social Psych,3,5,2,9,7,5,6,2,5,1,0,0,2,0,2.79,"Albarracin, Dolores"
PSYC,201,Intro to Social Psych,3,10,5,6,9,2,3,3,3,0,1,0,3,0,2.95,"Albarracin, Dolores"
PSYC,201,Intro to Social Psych,5,10,3,4,6,5,4,3,3,0,0,1,2,1,2.97,"Albarracin, Dolores"
PSYC,201,Intro to Social Psych,4,5,6,7,12,3,2,2,0,1,0,0,2,1,3.08,"Albarracin, Dolores"
PSYC,201,Intro to Social Psych,3,11,3,2,8,4,3,4,2,0,1,0,1,0,3.04,"Albarracin, Dolores"
PSYC,201,Intro to Social Psych,3,6,3,7,5,3,8,4,1,1,0,1,1,1,2.88,"Albarracin, Dolores"
PSYC,201,Intro to Social Psych,4,8,4,5,10,3,6,2,1,1,1,0,2,0,2.96,"Albarracin, Dolores"
PSYC,201,Intro to Social Psych,2,6,4,10,8,4,5,2,1,1,2,0,1,0,2.94,"Albarracin, Dolores"
PSYC,204,Intro to Brain and Cognition,14,62,22,11,18,5,4,7,2,1,0,2,2,0,3.45,"Dolcos, Sanda M"
PSYC,210,Behavioral Neuroscience,6,30,8,7,49,15,9,20,7,5,6,4,5,2,2.76,"Uddin, Eva M"
PSYC,216,Child Psych,0,84,0,0,59,0,0,35,0,0,13,0,6,1,3.03,"Fisher, Cynthia L"
PSYC,224,Cognitive Psych,0,89,0,0,67,0,0,26,0,0,5,0,6,3,3.18,"Sahakyan, Lili"
PSYC,230,Perception & Sensory Processes,74,29,24,6,19,20,2,4,4,2,2,0,5,0,3.43,"Lleras Buetti, Simona"
PSYC,235,Intro to Statistics,10,4,6,3,1,2,0,1,2,0,1,0,2,0,3.21,"Wang, Michelle Y"
PSYC,238,Psychopathol & Probs in Living,14,14,8,5,3,1,0,1,0,0,0,1,1,0,3.59,"Lyubansky, Mikhail"
PSYC,238,Psychopathol & Probs in Living,0,18,9,11,3,1,1,4,0,0,0,0,0,0,3.48,"Lyubansky, Mikhail"
PSYC,238,Psychopathol & Probs in Living,0,13,8,10,6,4,1,1,0,0,0,0,0,0,3.43,"Lyubansky, Mikhail"
PSYC,238,Psychopathol & Probs in Living,1,8,9,4,5,1,3,0,0,0,0,0,0,0,3.45,"Lyubansky, Mikhail"
PSYC,238,Psychopathol & Probs in Living,6,17,10,8,1,1,1,0,0,0,0,0,1,0,3.63,"Lyubansky, Mikhail"
PSYC,238,Psychopathol & Probs in Living,8,13,11,10,2,0,1,0,0,0,0,0,0,0,3.69,"Lyubansky, Mikhail"
PSYC,238,Psychopathol & Probs in Living,0,11,10,8,6,2,4,1,0,0,0,0,1,1,3.3,"Lyubansky, Mikhail"
PSYC,238,Psychopathol & Probs in Living,0,17,6,8,1,4,3,1,0,0,0,0,0,0,3.48,"Lyubansky, Mikhail"
PSYC,239,Community Psych,6,25,18,6,11,5,4,0,0,2,1,0,0,0,3.45,"Todd, Nathan R"
PSYC,245,Industrial Org Psych,19,50,17,17,18,7,3,5,1,4,0,0,6,1,3.34,"Newman, Daniel A"
PSYC,248,Learning and Memory,1,32,0,0,38,0,0,31,0,0,6,0,2,4,2.85,"Benjamin, Aaron S"
PSYC,250,Psych of Personality,22,19,23,12,24,9,10,8,2,4,3,1,2,2,3.14,"Derringer, Jaime L"
PSYC,312,Psychology of Race & Ethnicity,2,13,19,31,19,11,7,2,2,0,0,0,2,0,3.18,"Lyubansky, Mikhail"
PSYC,324,Developmental Psychopathology,5,22,12,9,16,8,3,16,3,4,6,0,0,1,2.95,"Rudolph, Karen D"
PSYC,333,Social Psych in Society Lab,0,6,20,11,16,16,7,7,2,0,1,1,2,0,2.92,"Cohen, Dov"
PSYC,336,Depression and Mood Disorders,1,19,5,2,5,2,1,0,0,0,1,0,1,0,3.48,"Hankin, Benjamin L"
PSYC,336,Alcohol and Alcoholism,2,13,8,12,7,0,2,1,0,1,0,0,0,0,3.44,"Fairbairn, Catharine E"
PSYC,336,Stress and Health,0,23,0,0,8,0,0,3,0,0,1,0,0,0,3.51,"Laurent, Heidemarie K"
PSYC,336,Stress&Resilency in Childhood,0,14,5,6,1,3,4,2,0,0,0,0,0,0,3.39,"Cohen, Joseph R"
PSYC,340,CounselCenterParaProfessional,0,15,5,1,1,0,0,0,0,0,0,0,0,0,3.85,"Kwapil, Thomas R"
PSYC,350,Personality Lab,0,56,0,0,7,0,0,0,0,0,1,0,3,0,3.67,"Fraley, Robert C"
PSYC,353,Social Cognition,0,34,0,0,26,0,0,16,0,0,2,0,3,0,3.06,"Srull, Thomas K"
PSYC,357,Intro Cognitive Science,2,3,2,1,8,1,2,9,2,0,0,0,0,1,2.78,"Hummel, John E"
PSYC,363,Developmental Child Psych Lab,9,11,4,1,3,0,0,1,0,0,1,1,0,0,3.57,"Shenouda, Christine K"
PSYC,396,The Psychology of Politics,9,6,4,6,1,1,1,0,0,0,0,0,0,0,3.67,"Stern, Chadly D"
PSYC,396,Psychology of Morality,0,11,2,6,14,2,2,0,0,0,0,0,1,1,3.25,"Laurent, Sean M"
PSYC,403,Memory and Amnesia,0,158,0,0,30,0,0,2,0,0,2,0,0,0,3.79,"Schwarb Rohrig, Hillary D"
PSYC,414,"Brain, Learning, and Memory",15,24,0,4,16,0,0,5,0,1,3,0,2,0,3.31,"Collins, Sean M"
PSYC,417,Neurosci of Eating & Drinking,16,13,10,5,5,3,4,1,1,1,1,0,1,0,3.43,"Liang, Nu-Chu"
PSYC,433,Evolutionary Neuroscience,4,13,10,9,7,2,2,8,0,1,0,3,3,0,2.99,"Rhodes, Justin S"
PSYC,450,Cognitive Psychophysiology,7,15,0,0,3,0,0,3,0,0,0,0,0,0,3.7,"Federmeier, Kara D"
PSYC,465,Personality and Soc Dev,8,12,4,6,12,10,4,5,0,3,2,2,0,0,3.03,"Bub, Kristen L"
PSYC,468,Psych and Law,2,18,13,8,11,7,7,4,0,0,1,0,0,0,3.26,"Miller, Andrea L"
PSYC,475,Personnel Psych,0,8,10,11,12,6,3,3,2,2,0,0,0,0,3.09,"Phan, Wei Ming Jonath"
PSYC,490,Measurement & Test Develop Lab,10,8,1,2,0,0,0,0,0,0,0,0,0,0,3.92,"Chang, Hua-hua"
PSYC,506,Statistical Methods I,0,29,2,0,5,1,0,1,0,0,0,0,0,0,3.76,"Koehn, Hans F"
PSYC,514,Seminar in Cognitive Science,7,5,3,4,4,2,0,0,0,0,0,0,1,1,3.56,"Hummel, John E"
REHB,330,Disability in American Society,13,28,20,14,6,4,3,0,0,0,0,0,1,0,3.59,"Rice, Laura A"
REHB,402,Medical Aspects of Disability,0,6,11,4,4,2,0,0,1,0,0,0,0,0,3.45,"Strauser, David R"
REL,101,Bible as Literature,0,12,2,3,6,0,2,1,0,0,1,0,0,0,3.37,"Layton, Richard A"
REL,108,Religion & Society in West I,51,25,4,2,1,1,1,1,0,0,0,0,1,0,3.85,"Rosenstock, Bruce"
REL,110,World Religions,1,2,4,5,3,3,1,1,0,1,0,1,2,0,2.78,"Mandayam Comar, Janani"
REL,110,World Religions,2,5,6,6,2,2,0,0,0,0,0,2,0,0,3.31,"Brinks, Michael J"
REL,110,World Religions,2,11,3,3,2,2,1,0,0,1,0,0,0,0,3.52,"Davis, Luke R"
REL,110,World Religions,0,3,7,0,8,3,3,0,0,1,0,0,0,0,3.12,"Mandayam Comar, Janani"
REL,110,World Religions,4,7,4,3,3,0,0,1,0,0,0,0,0,0,3.62,"Brinks, Michael J"
REL,110,World Religions,5,7,3,1,2,0,1,1,1,0,0,0,0,0,3.54,"Davis, Luke R"
REL,110,World Religions,3,7,2,4,5,2,0,0,0,0,1,0,1,0,3.28,"Ott, Beau C"
REL,110,World Religions,8,5,6,2,5,3,0,0,0,0,0,0,0,0,3.58,"Wetherholt, Heather M"
REL,110,World Religions,12,5,4,1,3,0,0,0,1,0,0,0,0,0,3.72,"Jones, Hannah Gene K"
REL,110,World Religions,5,6,4,2,5,0,1,1,0,0,1,0,0,0,3.43,"Reinke, Joshua M"
REL,110,World Religions,4,10,2,0,3,3,0,1,0,0,0,0,0,0,3.58,"Jones, Hannah Gene K"
REL,110,World Religions,7,9,4,2,1,2,0,0,0,0,0,0,0,0,3.75,"Reinke, Joshua M"
REL,110,World Religions,6,8,4,0,2,0,0,0,0,0,0,0,1,0,3.65,"Wetherholt, Heather M"
REL,110,World Religions,1,12,4,1,1,2,0,1,0,0,0,0,1,1,3.49,"Reinke, Joshua M"
REL,110,World Religions,12,6,2,1,0,1,0,0,0,0,0,1,1,0,3.58,"Acar, Asena"
REL,110,World Religions,7,7,7,2,1,0,0,0,0,0,0,0,1,0,3.65,"Acar, Asena"
REL,214,Introduction to Islam,1,9,7,0,6,4,0,3,2,2,3,0,2,1,2.8,"Hoffman, Valerie J"
RHET,233,Adv Rhetoric & Composition,1,0,9,10,1,0,1,0,0,0,0,0,1,0,3.29,"Sellers, Edward J"
RHET,233,Adv Rhetoric & Composition,0,8,5,6,1,1,0,0,0,0,0,0,1,0,3.45,"Prendergast, Catherine J"
RHET,233,Adv Rhetoric & Composition,0,1,7,2,6,5,1,0,0,0,0,0,0,1,3.18,"Odom, Michael J"
RST,100,RST in Modern Society,30,23,17,24,18,34,11,11,5,5,4,1,9,0,2.95,"Shinew, Kimberly J"
RST,101,Orientation to RST,0,48,0,0,20,0,0,6,0,0,1,0,2,0,3.44,"Pyrz, Patty S"
RST,130,Foundations of Sport Mgt,0,12,12,16,25,5,3,5,2,1,2,0,4,0,2.96,"Raycraft, Michael"
RST,199,Management in RST,23,15,9,2,6,3,1,5,1,0,0,0,0,0,3.56,"Liechty, Toni"
RST,199,Finance Resource Mangement in,0,6,6,7,10,7,4,2,1,1,2,0,0,0,2.96,"Chalip, Laurence"
RST,199,CHAMP Student Athlete Seminar,0,40,9,3,6,1,3,3,0,0,1,0,1,0,3.55,"Raycraft, Michael"
RST,199,Disability in RST,10,30,11,8,5,1,3,2,0,0,0,0,3,0,3.5,"Lefevour, Kelsey M"
RST,199,Coaching Wheelchair Basketball,6,4,12,5,3,3,1,1,0,1,0,0,0,0,3.43,"Wheeler, Stephanie L"
RST,200,Leadership in RST,0,25,0,0,15,0,0,4,0,0,0,0,1,0,3.4,"Hardin, Donald R"
RST,200,Leadership in RST,0,21,0,0,10,0,0,7,0,0,3,0,0,0,3.2,"Hardin, Donald R"
RST,217,Public Recreation,0,13,7,3,3,3,1,1,0,0,0,0,0,0,3.52,"Lizzo, Robin D"
RST,230,Diversity in RST,20,34,6,14,22,3,3,7,0,0,0,0,0,0,3.48,"Stodolska, Monika"
RST,242,Nature and American Culture,0,96,0,0,45,0,0,17,0,0,3,0,7,1,3.31,"Browning, Matthew"
RST,242,Nature and American Culture,124,291,2,41,72,0,18,34,0,11,11,0,50,5,3.3,"Milazzo, Liselle A"
RST,255,Ethical Issues in RST,0,30,0,0,10,0,0,0,0,0,0,0,0,0,3.75,"Hardin, Donald R"
RST,255,Ethical Issues in RST,0,31,0,0,21,0,0,2,0,0,0,0,2,1,3.41,"Hardin, Donald R"
RST,300,Leisure Programming,0,13,0,0,33,0,0,6,0,0,0,0,0,0,3.13,"Wachter, Cynthia J"
RST,316,Leisure and Human Development,27,14,7,6,8,6,1,4,1,0,0,0,0,0,3.54,"Morris, Lynn B"
RST,325,Leisure Services Marketing,9,18,18,9,10,5,0,1,0,0,0,0,0,0,3.56,"Browning, Lara"
RST,335,Leisure and Consumer Culture,4,7,12,10,9,3,0,2,0,0,0,0,1,0,3.34,"Wachter, Cynthia J"
RST,340,Facility Management in RST,25,16,9,3,5,2,1,0,0,1,0,0,0,0,3.73,"Deterding, Robyn M"
RST,354,Legal Aspects of Sport,1,3,6,0,14,10,0,6,3,2,1,0,0,0,2.77,"Emkes, Kyle J"
RST,370,Research Methods & Analysis,7,8,8,4,5,1,2,1,1,0,3,0,0,0,3.29,"Berdychevsky Ku, Yelyzave"
RST,410,Administration of Leisure Serv,3,10,8,0,13,4,3,2,2,0,2,0,0,1,3.14,"Browning, Lara"
RST,429,Contemporary Issues in RST,0,7,7,7,10,3,0,5,1,1,1,0,0,0,3.07,"Stewart, William P"
RST,440,HR Management in RST,0,7,11,7,8,2,2,7,0,1,0,0,1,1,3.07,"Lizzo, Robin D"
RST,480,Orientation to Practicum,10,10,5,2,4,2,1,1,0,0,1,0,1,1,3.45,"Lizzo, Robin D"
SBC,501,Strat Branding: Global Persp,4,12,2,1,3,1,0,0,0,0,0,0,0,0,3.75,"Torelli, Carlos J"
SCAN,251,Viking Mythology,1,16,3,2,3,1,0,0,2,1,0,1,1,0,3.31,"Frohlich, Johannes"
SCAN,251,Viking Mythology,0,20,6,2,0,1,1,0,0,0,0,0,0,0,3.79,"Frohlich, Johannes"
SCAN,251,Viking Mythology,0,22,5,2,0,1,0,0,0,1,0,0,0,0,3.77,"Frohlich, Johannes"
SE,100,Introduction to ISE,69,22,9,5,3,5,0,0,0,0,0,0,3,0,3.76,"Krishnan, Girish"
SE,261,Business Side of Engineering,0,28,0,0,48,0,0,19,0,0,6,0,2,0,2.91,"Wildblood, Harry S"
SE,310,Dsgn of Structures & Mechanism,0,7,6,16,22,7,7,2,0,0,0,0,0,0,3.11,"Kim, Harrison H"
SE,320,Control Systems,5,6,10,7,14,1,1,1,0,0,0,0,1,0,3.33,"Etesami, Seyed Rasoul"
SE,400,Engineering Law,0,21,9,7,2,4,1,0,0,0,1,0,0,0,3.56,"Barich, Joseph M"
SE,402,Comp-Aided Product Realization,0,9,4,7,1,1,0,1,0,0,0,0,0,0,3.56,"Leake, James M"
SE,410,Component Design,1,10,10,6,5,0,0,1,0,0,0,0,1,0,3.46,"Allison, James"
SE,420,Digital Control Systems,6,10,3,2,1,0,0,0,0,0,0,0,0,0,3.85,"Sun, Ruoyu"
SE,450,Decision Analysis I,7,14,14,15,8,1,1,1,0,0,0,0,1,0,3.49,"Wang, Pingfeng"
SE,495,Senior Engineering Project II,6,31,11,5,1,0,0,0,0,0,0,0,0,0,3.85,"Wildblood, Harry S"
SHS,120,"Child, Comm, & Lang Ability",0,42,0,0,26,0,0,7,0,0,4,0,3,0,3.22,"Wachtel, Jayne M"
SHS,120,"Child, Comm, & Lang Ability",0,74,0,0,12,0,0,4,0,0,0,0,0,0,3.78,"Wachtel, Jayne M"
SHS,120,"Child, Comm, & Lang Ability",0,65,0,0,17,0,0,3,0,0,2,0,3,0,3.54,"Wachtel, Jayne M"
SHS,120,"Child, Comm, & Lang Ability",0,53,0,0,20,0,0,6,0,0,0,0,1,1,3.55,"Wachtel, Jayne M"
SHS,120,"Child, Comm, & Lang Ability",0,51,0,0,27,0,0,4,0,0,0,0,3,0,3.45,"Wachtel, Jayne M"
SHS,120,"Child, Comm, & Lang Ability",0,51,0,0,14,0,0,1,0,0,1,0,2,0,3.61,"Wachtel, Jayne M"
SHS,121,American Sign Language I,3,18,1,0,1,1,0,1,0,0,0,0,0,0,3.81,"Dramin Weiss, Susan M"
SHS,121,American Sign Language I,0,9,2,3,4,2,2,2,0,0,0,0,0,0,3.31,"Dramin Weiss, Susan M"
SHS,150,Hearing Processes & Disorders,13,10,3,3,9,3,6,3,2,2,0,0,6,0,2.9,"Gooler, David M"
SHS,170,Intro Hum Comm Sys & Disorders,31,38,22,16,9,1,1,1,1,0,1,0,3,0,3.6,"Mudar, Raksha"
SHS,221,American Sign Language II,0,11,3,2,3,4,1,1,0,0,0,0,0,0,3.43,"Leverich, Stacey L"
SHS,221,American Sign Language II,1,14,1,3,5,0,0,0,0,0,1,0,0,0,3.59,"Dramin Weiss, Susan M"
SHS,222,Lang&Culture Deaf Communities,8,8,0,2,1,1,1,0,0,0,0,0,0,0,3.75,"Davies Brenier, Laura"
SHS,222,Lang&Culture Deaf Communities,13,5,0,1,1,0,0,1,0,0,0,0,0,0,3.83,"Davies Brenier, Laura"
SHS,222,Lang&Culture Deaf Communities,8,7,2,4,0,0,0,0,0,0,0,0,0,0,3.84,"Davies Brenier, Laura"
SHS,280,Communication Neuroscience,4,13,19,18,11,14,4,1,5,1,0,0,1,0,3.18,"Aronoff, Justin E"
SHS,300,Anat & Physiol Spch Mechanism,20,25,22,5,14,8,2,2,0,0,1,0,1,0,3.5,"Ishikawa, Keiko"
SHS,320,Development of Spoken Language,0,56,0,0,59,0,0,12,0,0,1,0,1,0,3.3,"Rispoli, Matthew"
SHS,321,American Sign Language III,0,10,1,4,6,1,0,1,0,0,0,2,0,0,3.24,"Dramin Weiss, Susan M"
SHS,321,American Sign Language III,0,11,5,1,4,0,0,1,0,1,0,0,0,0,3.52,"Leverich, Stacey L"
SHS,375,Comm Partners & Health,14,5,0,2,2,0,0,0,1,0,0,0,0,0,3.76,"Gower, Rebecca J"
SHS,383,Neurodev Disorders in Context,0,12,14,6,1,3,0,1,0,0,0,0,0,0,3.58,"Hahn, Laura J"
SHS,431,Lang Disorders Preschool Child,2,12,8,2,6,0,0,0,0,0,0,0,0,0,3.67,"Hadley, Pamela A"
SHS,450,Intro Audiol & Hear Disorders,12,19,8,13,10,6,5,6,1,1,3,0,1,0,3.2,"Gooler, David M"
SHS,451,Aural Rehab Children to Adults,6,29,6,6,12,2,1,4,0,1,2,0,0,0,3.43,"Chambers, Lou"
SHS,470,Neural Bases Spch Lang,0,17,9,3,2,0,1,0,0,0,0,0,0,0,3.73,"Monson, Brian"
SHS,511,Asst & Mgmt of Voice Disorders,0,4,6,10,3,0,0,0,0,0,0,0,0,0,3.49,"Mendes, Clarion C"
SHS,532,Lang Disorders Schl-Age Child,4,13,3,1,0,0,0,0,0,0,0,0,0,0,3.92,"Johnson, Cynthia J"
SHS,533,Advanced Language Diagnostics,0,21,0,0,2,0,0,0,0,0,0,0,0,0,3.91,"Channell, Marie M"
SHS,534,Aphasia and Related Disorders,0,14,5,1,1,1,0,0,0,0,0,0,0,0,3.79,"Hengst, Julie A"
SOC,100,Introduction to Sociology,2,12,1,4,6,0,1,3,0,0,2,0,2,0,3.07,"Teimourigerdeh, Amirhosse"
SOC,100,Introduction to Sociology,2,12,9,1,6,1,0,1,0,0,1,0,0,0,3.52,"Khalil, Hebatallah M"
SOC,100,Introduction to Sociology,2,16,2,1,3,1,0,2,0,0,1,0,0,1,3.55,"Fieseler, Carlie M"
SOC,100,Introduction to Sociology,0,14,2,2,3,2,0,1,0,0,1,0,1,0,3.36,"Khalil, Hebatallah M"
SOC,100,Introduction to Sociology,0,12,4,3,4,1,0,2,1,0,1,1,2,0,3.05,"Moon, Chase E"
SOC,100,Introduction to Sociology,1,14,4,3,4,1,0,4,0,0,0,0,1,0,3.35,"O'Neill, Brian F"
SOC,100,Introduction to Sociology,0,12,1,2,9,0,0,4,0,1,0,1,0,0,3.18,"O'Neill, Brian F"
